Id,PostTypeId,Title,Body,Score,ViewCount,Tags
"2490794","1","Git-svn: create & push a new branch/tag?","<p>After cloning an SVN repository using git-svn with the <code>-s</code> option (<code>git svn clone <a href=""http://server/repo"">http://server/repo</a> -s</code>), how does one create a branch or tag and have pushed to the relevant branch/tag directory in the repository when <code>dcommit</code>ing?</p>

<p>For instance; if I were to use git to create a <code>foobar</code> branch locally (<code>git checkout -b foobar</code>) how can I have git-svn <strong>create</strong> the branch on the server (<code>http://server/repo/branches/foobar</code>)?</p>

<p><strong>I'm using Git 1.5.5.6.</strong></p>

<hr>

<p><strong>Please Note:</strong></p>

<p>The accepted method below <strong>does not work with Git 1.5.5.6</strong> as there is no <code>git svn branch</code> method. I'm still looking for a solution to this that doesn't involve resolving to working with svn directly.</p>
","46","17490","<git><git-svn>"
"5440610","1","Git and DiffTool problems : What do LOCAL and REMOTE point to?","<p>Ive been working on getting tortoisemerge working as the difftool option in Git with my .gitconfig file currently showing :</p>

<pre><code>   [diff]
        tool = tortoise

    [difftool ""tortoise""]
        cmd = tortoisemerge.exe -mine:$LOCAL -base:$REMOTE

    [difftool]
        prompt = false
</code></pre>

<p>According to <a href=""http://tortoisesvn.net/docs/release/TortoiseMerge_en/tme-automation.html"">tortoise merge docs</a> the 'mine' command states which file will be shown on the right, in a two way diff.</p>

<p>My question is, what do the LOCAL and REMOTE variables as provided by GIT actually point to? The <a href=""http://git-scm.com/docs/git-config"">documentation</a> is a little vague stating that </p>

<blockquote>
  <p>LOCAL is set to the name of the temporary file containing the contents of the diff pre-image and REMOTE is set to the name of the temporary file containing the contents of the diff post-image.</p>
</blockquote>

<p>The problem arises when I modify a file, and then enter 'git difftool' tortoisemerge is started with the working directory file on the LEFT and not the right as I assume.
I know I can merely switch  the 'mine' and 'local' commands but I was trying to figure out what the local/remote points to and the best way to resolve this issue </p>
","40","24727","<git><difftool>"
"1123344","1","Merging between forks in GitHub","<p>I forked a GitHub repository. Then I pushed some changes to my fork. Then the original repository merged my changes and some others. Now, I want to merge those changes I'm missing. I tried a simple pull followed by push, but this yield my commits in duplicate. What's the best way to do it?</p>
","211","58255","<git><github>"
"4950725","1","how do I get git to show me which branches are tracking what?","<p>I know I can do <code>git branch --all</code> and that shows me both local and remote branches, but it's not that useful in showing me the relationships between them.</p>

<p>How do I list branches in a way that shows which local branch is tracking which remote?</p>
","376","97720","<git>"
"1125476","1","Retrieve a single file from a repository","<p>What is the most efficient mechanism (in respect to data transferred and disk space used) to get the contents of a single file from a remote git repository?</p>

<p>So far I've managed to come up with:</p>

<pre><code>git clone --no-checkout --depth 1 git@github.com:foo/bar.git &amp;&amp; cd bar &amp;&amp; git show HEAD:path/to/file.txt
</code></pre>

<p>This still seems overkill.</p>

<p>What about getting multiple files from the repo?</p>
","110","85509","<git><file><checkout>"
"10168449","1","Git update submodule recursive","<p>My project struture</p>

<pre><code>ProjectA
-FrameworkA (submodule)
--Twig (submodule of FrameworkA)
</code></pre>

<p>How I can update submodule recursive? I already tried some git commands (on ProjectA root)</p>

<pre><code>git submodule foreach git pull origin master
or
git submodule foreach --recursive git pull origin master
</code></pre>

<p>but cannot pull files of Twig</p>
","118","54428","<git>"
"9725160","1","Aborting commit due to empty commit message","<p>As a newbie git user; when I try to commit my work with</p>

<pre><code>git commit -a -v
</code></pre>

<p>and after I make the necessary changes, I close the file and get this</p>

<pre><code>Aborting commit due to empty commit message.
</code></pre>

<p>error. I have read nearly all the topics addressing to this issue, changed editors, basically tried everything but nothing helps. What should I do?</p>

<p>One thing I noticed, while trying the whole process with notepad++, the file couldn't be saved. </p>

<p>A possible workaround is this:</p>

<pre><code>git commit -am ""SomeComment""
</code></pre>

<p>But by doing so I feel I am little nullifying the purpose of using git. I want to properly documentate the changes.</p>
","35","21048","<git>"
"1125968","1","Force Git to overwrite local files on pull","<p>How do I force an overwrite of local files on a <a href=""http://en.wikipedia.org/wiki/Git_%28software%29"">Git</a> pull?</p>

<p>The scenario is following:</p>

<ul>
<li>A team member is modifying the templates for a website we are working on</li>
<li>They are adding some images to the images directory (but forgets to add them under source control)</li>
<li>They are sending the images by mail, later, to me</li>
<li>I'm adding the images under the source control and pushing them to Github together with other changes</li>
<li>They cannot pull updates from Github because git doesn't want to overwrite their files.</li>
</ul>

<p>The errors I'm getting are:</p>

<blockquote>
  <p>error: Untracked working tree file 'public/images/icon.gif' would be overwritten by merge.</p>
</blockquote>

<p>How do I force Git to overwrite them? The person is a designer - usually I resolve all the conflicts by hand so the server has the most recent version that they just needs to update on their computer.</p>
","2945","1577945","<git><version-control><overwrite><git-pull><git-fetch>"
"373812","1","Rollback file to much earlier version using Git","<p>Is there a way in Git to rollback to a much earlier version of a file? I can roll back to the previous version with REVERT, but what if I want to go back to earlier versions? </p>
","208","162123","<git>"
"2557706","1","Gitosis alternative?","<p>Are there alternatives to <a href=""http://wiki.dreamhost.com/Gitosis"">gitosis</a> that are easier to use? </p>

<p>I currently run gitosis  on a Ubuntu server for my lab.  We regularly  add new users and repos. I find the <code>gitosis.conf</code> syntax non-intuitive, and if I make even a minor mistake the whole gitosis system fails, see for example <a href=""http://stackoverflow.com/questions/1300275/how-do-i-recover-from-pushing-a-gitosis-conf-file-with-parsing-errors-due-to-line"">this question on SO.</a>  When gitosis fails it also kills access to the git repository that contains <code>gitosis.conf</code>...  go figure... There must be a better way.</p>

<p>I've thought about private GitHub accounts, but is there anything else that I could host locally?</p>
","46","35875","<git><version-control><gitosis>"
"14635672","1","git rebase a single commit","<p>Is there a way to rebase a single commit from a branch onto another branch?  </p>

<p>So I have </p>

<pre><code>-- -- -- -- -- (Master)
            \
              -- -- -- -- -- XX (Feature-branch)
</code></pre>

<p>and all I want to do is rebase the last commit of Feature-branch onto master and rollback Feature-branch one commit.  </p>

<pre><code>-- -- -- -- -- XX (Master)
            \
              -- -- -- -- -- (Feature-branch)
</code></pre>

<p>How do I do that?  </p>
","41","13733","<git><rebase>"
"2596805","1","How do I make git use the editor of my choice for commits?","<p>I would prefer to write my commit messages in <code>vim</code>, but it is opening in <code>emacs</code>.</p>

<p>How do I configure git to always use <code>vim</code>?  Note that I want to do this globally, not just for a single project.</p>
","1056","313485","<git><vim><emacs><editor><commit-message>"
"2615378","1","How to use Git properly with XCode?","<p>I have been an iphone developer for a while, and I have recently been including git in my workflow.  I have used git settings found on <a href=""http://shanesbrain.net/2008/7/9/using-xcode-with-git"">http://shanesbrain.net/2008/7/9/using-xcode-with-git</a> for my workflow so far.</p>

<p>Those settings tell git to exclude *.pbxproj from merges?  Is there a real reason for doing this?  For example, when I add a file to the project and push to origin, my fellow developers will not have that file added to their xcode project when they pull.  Then if one of them builds a release this file may not be included.  Shouldn't I just let git handle the merges for the project file?  Could someone please explain why or why not this file should be in merges and how to properly handle the situation when files are added to the project.  Thanks.</p>
","77","32462","<iphone><objective-c><xcode><git>"
"466764","1","Show ignored files in git","<p>I am getting my feet wet on git and have the following issue:</p>

<p>My project source tree:</p>

<pre><code>/
|
+--src/
+----refs/
+----...
|
+--vendor/
+----...
</code></pre>

<p>I have code (currently MEF) in my vendor branch that I will compile there and then move the references into <code>/src/refs</code> which is where the project picks them up from.</p>

<p>My issue is that I have my <code>.gitignore</code> set to ignore <code>*.dll</code> and <code>*.pdb</code>.  I can do a <code>git add -f bar.dll</code> to force the addition of the ignored file which is ok, the problem is I can not figure out to list what files exist that are ignored.</p>

<p>I want to list the ignored files to make sure that I don't forget to add them.</p>

<p>I have read the man page on <code>git ls-files</code> and can not make it work.  It seems to me that <code>git ls-files --exclude-standard -i</code> should do what I want.  What am I missing?</p>

<p><strong>UPDATE:</strong></p>

<p><code>git ls-files -i</code> will not work, you get the error: </p>

<pre><code>ls-files: --ignored needs some exclude pattern
</code></pre>

<p><code>git ls-files --others -i --exclude-from=.git/info/exclude</code> as VonC suggested below is indeed the answer.  The <code>--exclude-standard</code> option also works instead of <code>--exclude-from</code>.</p>

<p>Summary of what works:</p>

<pre><code>git ls-files --others -i --exclude-from=.git/info/exclude
git ls-files --others -i --exclude-standard
</code></pre>
","290","106574","<git>"
"9823692","1","Resolving a 'both added' merge conflict in git?","<p>I'm rebasing in git, and one conflict I get is 'both added' - that is, exactly the same filename has been added independently in my branch, and in the branch I'm rebasing on.  <code>git status</code> tells me:</p>

<pre><code># Unmerged paths:
#   (use ""git reset HEAD &lt;file&gt;..."" to unstage)
#   (use ""git add/rm &lt;file&gt;..."" as appropriate to mark resolution)
#
#       both added:         src/MyFile.cs
</code></pre>

<p>My question is, how do I resolve this?  Must I use a merge tool or is there a way I can do it just from the commandline?  If I <code>git rm src/MyFile.cs</code>, how does git know which file version I want to remove and which I want to keep?</p>
","69","22850","<git><merge><rebase>"
"5072693","1","How to ""git show"" a merge commit with combined diff output even when every changed file agrees with one of the parents?","<p>After doing a ""simple"" merge (one without conflicts), <code>git show</code> usually only shows something like</p>

<pre><code>commit 0e1329e551a5700614a2a34d8101e92fd9f2cad6 (HEAD, master)
Merge: fc17405 ee2de56
Author: Tilman Vogel &lt;email@email&gt;
Date:   Tue Feb 22 00:27:17 2011 +0100

Merge branch 'testing' into master
</code></pre>

<p>This is because, for merges, <code>git show</code> uses the combined diff format which omits files that agree with either of the parent versions.</p>

<p>Is there a way to force git to still show all differences in combined diff mode? </p>

<p>Doing <code>git show -m</code> will show the differences (using pairwise diffs between the new and all parent versions respectively) but I would prefer to have that with the differnces marked by +/- in the respective columns like in combined mode.</p>
","93","42557","<git><merge>"
"540535","1","Managing large binary files with git","<p>I am looking for opinions of how to handle large binary files on which my source code (web application) is dependent. We are currently discussing several alternatives:</p>

<ol>
<li>Copy the binary files by hand.
<ul>
<li>Pro: Not sure.</li>
<li>Contra: I am strongly against this, as it increases the likelihood of errors when setting up a new site/migrating the old one. Builds up another hurdle to take.</li>
</ul></li>
<li>Manage them all with <em>git</em>. 
<ul>
<li>Pro: Removes the possibility to 'forget' to copy a important file</li>
<li>Contra: Bloats the repository and decreases flexibility to manage the code-base and checkouts/clones/etc will take quite a while.</li>
</ul></li>
<li>Separate repositories. 
<ul>
<li>Pro: Checking out/cloning the source code is fast as ever, and the images are properly archived in their own repository.</li>
<li>Contra: Removes the simpleness of having <em>the one and only</em> git repository on the project. Surely introduces some other things I haven't thought about.</li>
</ul></li>
</ol>

<p>What are your experiences/thoughts regarding this? </p>

<p>Also: Does anybody have experience with multiple git repositories and managing them in one project? </p>

<p><strong>Update</strong>: The files are images for a program which generates PDFs with those files in it. The files will not change very often(as in years) but are very relevant to a program. The program will not work without the files.</p>
","461","156834","<git><version-control><large-files><binaryfiles>"
"5139290","1","How to check if there's nothing to be committed in the current branch?","<p>all.
  how can we get the status result in shell?
  I tried <code>git status</code> but it always return 0, even we have commit.</p>

<pre><code>git status
echo $?  #this is always 0
</code></pre>

<p>I have an idea but I think it is rather a bad idea.</p>

<pre><code>if [ git status | grep -i -c ""[a-z]""&gt; 2 ];
then
 code for change...
else
  code for nothing change...
fi
</code></pre>

<p>any other way?</p>

<hr>

<p><strong>update,and now this solve see Mark Longair 's post</strong></p>

<p>I tried this ,  but cause an problem.</p>

<pre><code>if [ -z $(git status --porcelain) ];
then
    echo ""IT IS CLEAN""
else
    echo ""PLEASE COMMIT YOUR CHANGE FIRST!!!""
    echo git status
fi
</code></pre>

<p>when the </p>

<p>it will get some error , [: ??: binary operator expected</p>

<p>now , I am looking at man and try the git diff.</p>

<p>===================code for my hope, and hope better answer======================</p>

<pre><code>#if [ `git status | grep -i -c ""$""` -lt 3 ];
# change to below code,although the above code is simple, but I think it is not strict logical
if [ `git diff --cached --exit-code HEAD^ &gt; /dev/null &amp;&amp; (git ls-files --other --exclude-standard --directory | grep -c -v '/$')` ];
then
        echo ""PLEASE COMMIT YOUR CHANGE FIRST!!!""
    exit 1

else
    exit 0
fi
</code></pre>
","79","20431","<git>"
"2732020","1","GIT repository layout for server with multiple projects","<p>One of the things I like about the way I have Subversion set up is that I can have a single main repository with multiple projects. When I want to work on a project I can check out just that project. Like this</p>

<pre><code>\main
    \ProductA
    \ProductB
    \Shared
</code></pre>

<p>then</p>

<pre><code>svn checkout http://.../main/ProductA
</code></pre>

<p>As a new user to git I want to explore a bit of best practice in the field before committing to a specific workflow. From what I've read so far, git stores everything in a single .git folder at the root of the project tree. So I could do one of two things.</p>

<ol>
<li>Set up a separate project for each Product.</li>
<li>Set up a single massive project and store products in sub folders.</li>
</ol>

<p>There are dependencies between the products, so the single massive project seems appropriate. We'll be using a server where all the developers can share their code. I've already got this working over SSH &amp; HTTP and that part I love. However, the repositories in SVN are already many GB in size so dragging around the entire repository on each machine seems like a bad idea - especially since we're billed for excessive network bandwidth.</p>

<p>I'd imagine that the Linux kernel project repositories are equally large so there must be a proper way of handling this with Git but I just haven't figured it out yet.</p>

<p>Are there any guidelines or best practices for working with very large multi-project repositories?</p>
","79","45011","<git>"
"591923","1","Make git automatically remove trailing whitespace before committing","<p>I'm using git with my team and would like to remove whitespace changes from my diffs, logs, merges, etc. I'm assuming that the easiest way to do this would be for git to automatically remove trailing whitespace (and other whitespace errors) from all commits as they are applied.</p>

<p>I have tried to add the following to by <code>~/.gitconfig</code> file but it doesn't do anything when I commit. Maybe it's designed for something different. What's the solution?</p>

<pre><code>[core]
    whitespace = trailing-space,space-before-tab
[apply]
    whitespace = fix
</code></pre>

<p>I'm using ruby in case anyone has any ruby specific ideas. Automatic code formatting before committing would be the next step, but that's a hard problem and not really causing a big problem.</p>
","174","81827","<git><whitespace><githooks>"
"7144811","1","Git SSH error: ""Connect to host: Bad file number""","<p>I followed the <a href=""http://help.github.com/win-set-up-git/"" rel=""nofollow"">git guide</a> but I have this strange issue when trying to connect to github:</p>

<pre><code>$ ssh -v git@github.com
OpenSSH_4.6p1, OpenSSL 0.9.8e 23 Feb 2007
debug1: Reading configuration data /c/Documents and Settings/mugues/.ssh/config
debug1: Applying options for github.com
debug1: Connecting to github.com [207.97.227.239] port 22.
debug1: connect to address 207.97.227.239 port 22: Attempt to connect timed out without establishing a connection
ssh: connect to host github.com port 22: Bad file number
</code></pre>

<p>This is my config file under .ssh</p>

<pre><code>Host github.com
    User git
    Hostname github.com
    PreferredAuthentications publickey
    IdentityFile ""C:\Documents and Settings\mugues\.ssh\id_rsa""
    TCPKeepAlive yes
    IdentitiesOnly yes
</code></pre>

<p>Any idea?</p>
","137","152225","<git><github><ssh>"
"623518","1","msysgit on windows -- what should I be aware of, if any?","<p>This is related to another <a href=""http://stackoverflow.com/questions/623018/git-without-bash-cygwin"">question I asked</a> recently.</p>

<p>When installing msysgit, the installer presents 3 options related to system path:</p>

<ol>
<li><p>Never change windows environment. With this option, you have to use the ""bash"" shell to work with git.</p></li>
<li><p>Add the git\bin directory to the PATH environment variable, but without overriding some builtin windows tools. Fellow stackoverflow-ian Gabe Moothart <a href=""http://stackoverflow.com/questions/623018/git-without-bash-cygwin/623169#623169"">told me in a comment</a> that this option will make some git operations fail! What are these operations? Should I worry about them?</p></li>
<li><p>Same as 2 but override some default system tools. What are these tools? What parts of windows depend on them? and will this hurt in practice?</p></li>
</ol>

<p>Another issue has come to my mind, unrelated to the system PATH.</p>

<p>What if I have symbolic links and hard links inside my project directory? Does git know how to deal with these? or, will it suffer from infinite recursion, if say, the directory structure was such that some folder was actually a symbolic link to one of its parents?</p>
","37","18402","<windows><git><version-control><msysgit>"
"5188274","1","How do I interactively unstage a particular hunk in git?","<p>In git, if I have a couple of hunks from the same file staged in my index, how can I interactively unstage one of them?</p>

<p>Is there any alternative to unstaging the entire file, and then re-staging the hunks I want to keep, or manually undoing the changes to the working copy, and then interactively adding those undone changes?</p>
","50","4402","<git><staging>"
"5188320","1","How can I get a list of git branches, ordered by most recent commit?","<p>I want to get a list of all the branches in a Git repository with the ""freshest"" branches at the top, where the ""freshest"" branch is the one that's been committed to most recently (and is, therefore, more likely to be one I want to pay attention to).</p>

<p>Is there a way I can use Git to either (a) sort the list of branches by latest commit, or (b) get a list of branches together with each one's last-commit date, in some kind of machine-readable format?</p>

<p>Worst case, I could always run <code>git branch</code> to get a list of all the branches, parse its output, and then <code>git log -n 1 branchname --format=format:%ci</code> for each one, to get each branch's commit date. But this will run on a Windows box, where spinning up a new process is relatively expensive, so launching the git executable once per branch could get slow if there are a lot of branches. Is there a way to do all this with a single command?</p>
","456","141163","<git><version-control><branch>"
"4786972","1","List of all git commits?","<p>Let's say that I have a graph like this:</p>

<pre><code>A---B---C---D (master)
     \
      \-E---F (HEAD)
</code></pre>

<p>If I do <code>git log --all --oneline</code>, I will get all six of my commits.</p>

<p>But if the graph is</p>

<pre><code>A---B---C---D (master, HEAD)
     \
      \-E---F
</code></pre>

<p>I will not see E and F. Can I get git to tell me all the commits, including those on branches which are not named?</p>

<p>Thanks</p>
","33","27546","<git><git-log>"
"2765421","1","Push a new local branch to a remote Git repository and track it too","<p>I want to be able to do the following:</p>

<ol>
<li><p>Create a local branch based on some other (remote or local) branch (via <code>git branch</code> or <code>git checkout -b</code>)</p></li>
<li><p>Push the local branch
to the remote repository (publish), but make it
trackable so <code>git pull</code> and <code>git push</code> will work immediately.</p></li>
</ol>

<p>How do I do that?</p>

<p>I know about <code>--set-upstream</code> in Git 1.7, but that is a post-creation action. I want to find a way to make a similar change when pushing the branch to the remote repository.</p>
","2148","1276915","<git><repository><git-branch><git-push>"
"7550376","1","How can sbt pull dependency artifacts from git?","<p>I've heard (and I know I've seen examples too, if only I can remember where) that <code>sbt</code> can obtain dependencies from a git repo.</p>

<p>I am looking to obtain the dependency <a href=""https://github.com/harrah/up"">harrah/up</a> from github. The repository does not provide any artifact JAR files, only a source tree which is set up to be built using <code>sbt</code>. The process that I am imagining is that <code>sbt</code> will download the source repo, build it, and then use that as the dependency artifact.</p>

<p>I may be imagining that <code>sbt</code> can in fact do something like this. Can it? And if so, how?</p>
","70","14273","<git><scala><build><sbt><build-dependencies>"
"5188914","1","How to show first commit by 'git log'?","<p>I have a project which has long history. I want to show the first commit on git. </p>

<p>How do I do this?</p>
","102","32496","<git>"
"5189560","1","Squash my last X commits together using Git","<p>How can I squash my last X commits together into one commit using Git?</p>
","1008","309436","<git>"
"9955713","1","git: dangling blobs","<p>I recently ran <code>git fsck --lost-found</code> on my repository.  </p>

<p>I expected to see a couple dangling commits, where I had reset <code>HEAD</code>.</p>

<p>However, I was surprised to see likely over several thousand dangling blob messages.</p>

<p>I don't believe anything is wrong with my repository, but I'm curious as to what causes these dangling blobs? There's only two people working on the repository, and we haven't done anything out of the ordinary.</p>

<p>I wouldn't think they were created by an older version of a file being replaced by a new one, since git would need to hold onto both blobs so it can display history.</p>

<p>Come to think of it, at one point we did add a VERY large directory (thousands of files) to the project by mistake and then remove it.  Might this be the source of all the dangling blobs?</p>

<p>Just looking for insight into this mystery.</p>
","43","13497","<git><git-dangling>"
"4795600","1","Reverting part of a commit with git","<p>I want to revert a particular commit in git.  Unfortunately, our organization still uses CVS as a standard, so when I commit back to CVS multiple git commits are rolled into one.  In this case I would love to single out the original git commit, but that is impossible.</p>

<p>Is there an approach similar to <code>git add --patch</code> that would allow me to selectively edit diffs to decide which parts of a commit to revert?</p>
","70","10751","<git><git-cvs>"
"7180099","1","Including js from raw.github.com","<p>I have a github.com demo page that is linking to <strong>https://raw.github.com/.../master/.../file.js</strong> so that I don't need to always copy the <code>.js</code> file over to the <code>gh-pages</code> branch every time it's changed.  This works in every browser except IE which complains:</p>

<blockquote>
  <p>SEC7112: Script from <a href=""https://raw.github.com/cwolves/jQuery-iMask/master/dist/jquery-imask-min.js"">https://raw.github.com/cwolves/jQuery-iMask/master/dist/jquery-imask-min.js</a> was blocked due to mime type mismatch</p>
</blockquote>

<p>This complaint is coming from the fact that the file is transferred with:</p>

<pre><code>X-Content-Type-Options: nosniff
Content-Type: text/plain
</code></pre>

<p>which I can't change.</p>

<p>Anyone have any ideas how to accomplish this same thing?  Somehow allowing me to link to the file in the <code>master</code> branch without having to always push it to the <code>gh-pages</code> branch?</p>

<p>Actual page: <a href=""http://cwolves.github.com/jQuery-iMask/"">http://cwolves.github.com/jQuery-iMask/</a></p>

<p>(Minor update -- I changed the gh-pages in this exact instance to include the .js file, so IE is no longer broken, but would still like any feedback :))</p>
","46","12513","<javascript><git><internet-explorer><github>"
"677436","1","How to get the git commit count?","<p>I'd like to get the number of commits of my git repository, a bit like SVN revision numbers.
The goal is to use it as a unique, incrementing build number.</p>

<p>I currently do like that, on Unix/Cygwin/msysGit:</p>

<pre><code>git log --pretty=format:'' | wc -l
</code></pre>

<p>But I feel it's a bit of a hack.</p>

<p>Is there a better way to do that?
It would be cool if I actually didn't need wc or even git, so it could work on a bare Windows. Just read a file or a directory structure ...</p>
","383","118314","<git><build-process><revision>"
"7575363","1","Proper Way To Use Git/GitHub - PHP System with Dev/Testing/Production servers","<p>I apologize if this is obvious or easy, I have looked at a good number of git/github tutorials and read other articles, but I want to make sure what I'm doing is right.</p>

<p>I want to incorporate VC (for obvious reasons) into my development team and process.</p>

<p>Current development process (using Dreamweaver):<br>
 * Receive a ticket (or work order)<br>
 * Download file on Development server<br>
 * Make changes to the file<br>
 * Upload file back to development server<br>
 * Changes tested/verified<br>
 * Send to production server  </p>

<hr>

<p>I'm trying to figure out how to make our new development process with using Git.</p>

<p>I am switching over to PHPStorm (which is an actual PHP IDE with direct integration with Git).</p>

<p>Would it be something like</p>

<ul>
<li>Receive a ticket (or work order)  </li>
<li>Checkout/Update/Download file(s)  </li>
<li>Change Files  </li>
<li>Upload file (which I assume is also the current working directory...?)  </li>
<li>At the end of the day, do a commit  </li>
<li>Have build script send data to testing server (nightly build)  </li>
</ul>

<p>Or would it be better to do something like </p>

<ul>
<li>Receive a ticket (or work order)  </li>
<li>Checkout/Update/Download file(s)  </li>
<li>Change Files  </li>
<li>Upload file/commit</li>
<li>Have build script send data to testing server (nightly build) </li>
</ul>

<p>Or is there another way? Having a bit of trouble understanding what would be the optimal flow?</p>

<p>Any help would be greatly appreciated.</p>

<hr>

<p><strong>Edit</strong></p>

<p>I'm trying see if it is best to have a version of the server locally (every developer), and if so, how does that work if you have 7 or so branches?</p>

<p>If not, how do you deal with 7 or so branches with them on the web? Do you FTP files up or use Git Hooks to make them auto update?</p>

<p><strong>Update 07/26/2012</strong>  </p>

<p>After working successfully with Git for quite a while now I've been following this branching model with great success:
<a href=""http://nvie.com/posts/a-successful-git-branching-model/"">A Successful Git Branching Model</a></p>

<p>The answer to the above was yes -- should definitely have a local version of the server.</p>
","42","17727","<php><git><github><workflow>"
"128035","1","How do I pull from a Git repository through an HTTP proxy?","<p>Note: while the use-case described is about using submodules within a project, the same applies to a normal <code>git clone</code> of a repository over HTTP.</p>

<p>I have a project under Git control.  I'd like to add a submodule:</p>

<pre><code>git submodule add http://github.com/jscruggs/metric_fu.git vendor/plugins/metric_fu
</code></pre>

<p>But I get</p>

<pre><code>...
got 1b0313f016d98e556396c91d08127c59722762d0
got 4c42d44a9221209293e5f3eb7e662a1571b09421
got b0d6414e3ca5c2fb4b95b7712c7edbf7d2becac7
error: Unable to find abc07fcf79aebed56497e3894c6c3c06046f913a under http://github.com/jscruggs/metri...
Cannot obtain needed commit abc07fcf79aebed56497e3894c6c3c06046f913a
while processing commit ee576543b3a0820cc966cc10cc41e6ffb3415658.
fatal: Fetch failed.
Clone of 'http://github.com/jscruggs/metric_fu.git' into submodule path 'vendor/plugins/metric_fu'
</code></pre>

<p>I have my HTTP_PROXY set up:</p>

<pre><code>c:\project&gt; echo %HTTP_PROXY%
http://proxy.mycompany:80
</code></pre>

<p>I even have a global Git setting for the http proxy:</p>

<pre><code>c:\project&gt; git config --get http.proxy
http://proxy.mycompany:80
</code></pre>

<p>Has anybody gotten HTTP fetches to consistently work through a proxy?  What's really strange is that a few project on GitHub work fine (<a href=""http://github.com/collectiveidea/awesome_nested_set/""><code>awesome_nested_set</code></a> for example), but others consistently fail (<a href=""http://github.com/rails/rails/"">rails</a> for example).</p>
","336","417527","<git><proxy>"
"2816369","1","Git push error '[remote rejected] master -> master (branch is currently checked out)'","<p>Yesterday, I posted a question on how to clone a <a href=""http://en.wikipedia.org/wiki/Git_%28software%29"">Git</a> repository from one of my machines to another, <em><a href=""http://stackoverflow.com/questions/2808177/how-can-i-git-clone-from-another-machine/2809612#2809612"">How can I 'git clone' from another machine?</a></em>.</p>

<p>I am now able to successfully clone a Git repository from my source (192.168.1.2) to my destination (192.168.1.1).</p>

<p>But when I did an edit to a file, a <code>git commit -a -m ""test""</code> and a <code>git push</code>, I get this error on my destination (192.168.1.1):</p>

<pre><code>git push                                                
hap@192.168.1.2's password: 
Counting objects: 21, done.
Compressing objects: 100% (11/11), done.
Writing objects: 100% (11/11), 1010 bytes, done.
Total 11 (delta 9), reused 0 (delta 0)
error: refusing to update checked out branch: refs/heads/master
error: By default, updating the current branch in a non-bare repository
error: is denied, because it will make the index and work tree inconsistent
error: with what you pushed, and will require 'git reset --hard' to match
error: the work tree to HEAD.
error: 
error: You can set 'receive.denyCurrentBranch' configuration variable to
error: 'ignore' or 'warn' in the remote repository to allow pushing into
error: its current branch; however, this is not recommended unless you
error: arranged to update its work tree to match what you pushed in some
error: other way.
error: 
error: To squelch this message and still keep the default behaviour, set
error: 'receive.denyCurrentBranch' configuration variable to 'refuse'.
To git+ssh://hap@192.168.1.2/media/LINUXDATA/working
! [remote rejected] master -&gt; master (branch is currently checked out)
error: failed to push some refs to 'git+ssh://hap@192.168.1.2/media/LINUXDATA/working'
</code></pre>

<p>I'm using two different versions of Git (1.7 on the remote and 1.5 on the local machine). Is that a possible reason?</p>
","745","268964","<git><git-push>"
"17291995","1","Push existing project into Github","<p>I have a folder with my project sources. How I can push this project into Github's repository? </p>

<p>I tried using this steps:</p>

<ol>
<li>I created empty repository on GitHub. </li>
<li>I run git-bash and typed <code>git init</code>, so inside project root appeared <code>.git</code> folder. </li>
<li>I added some files to version control using <code>git add sourcesFolderName</code></li>
<li>I committed files added in previous step using <code>git commit -m ""initial commit""</code></li>
<li>I specified remote repository using <code>git remote add MyProject &lt;url&gt;</code></li>
<li>Finally <code>git push</code>, but nothing is pushed to remote repo... (no authorization failure)</li>
</ol>

<p>So how I can push existing sources into newly created github repo? </p>
","49","40998","<git><github>"
"7206801","1","Is there any way to git checkout previous branch?","<p>I sort of want the equivalent of <code>cd -</code> for git. If I am in branch <code>master</code> and I checkout <code>foo</code>, I would love to be able to type something like <code>git checkout -</code> to go back to <code>master</code>, and be able to type it again to return to <code>foo</code>.</p>

<p>Does anything like this exist? Would it be hard to implement?</p>
","222","16254","<git>"
"2816628","1","Version control of Mathematica notebooks","<p>Mathematica notebooks are, of course, plaintext files -- it seems reasonable to expect that they should play nice with a version-control system (git in my case, although I doubt the specific system matters).  But the fact is that any .nb file is full of cache information, timestamps, and other assorted metadata.  Scads of it.</p>

<p>Which means that limited version control is possible -- commits and rollbacks work fine.  Merging, though, is a <em>disaster</em>.  Mathematica won't open a file with merge markers in it, and a text editor is no way to go through a .nb file.</p>

<p>Has anyone had any luck putting a notebook under version control?  How?</p>
","58","4483","<git><version-control><wolfram-mathematica>"
"7599014","1","Git Bash gets stuck on diff / log, spontaneously repeats same command over and over","<p>I'm having an odd problem with Git Bash on Windows 7 / XP. It used to work fine, but recently I find that after I perform a <code>git diff</code> or <code>git log</code>, Git Bash becomes unusable: following the diff/log, even after I return to the command prompt, Bash keeps suddenly and apparently spontaneously repeating the same command, unprompted and while I'm in the middle of typing a subsequent command. </p>

<p>Has anyone else had this problem? Any advice would be much appreciated, because this is really limiting Git Bash's usefulness at the moment.</p>
","33","7272","<git><git-bash>"
"2816715","1","Branch from a previous commit using git","<p>If I have n commits, how can I branch from the n-3 commit? I can see the hash of every commit. </p>
","759","183606","<git><branch><git-branch>"
